m/z	intensity
1717.792149	132.863
1717.816784	151.765
1717.84142	149.804
1717.866056	136.706
1717.890692	118.196
1717.915328	114.824
1717.939964	106.588
1717.964601	105.49
1717.989238	110.98
1718.013874	113.882
1718.038511	107.686
1718.063149	107.294
1718.087786	108.392
1718.112424	106.667
1718.137061	101.725
1718.161699	101.098
1718.186337	100.078
1718.210976	95.2157
1718.235614	91.1373
1718.260253	90.902
1718.284892	89.8824
1718.309531	89.4118
1718.33417	81.7255
1718.358809	78.5098
1718.383449	81.6471
1718.408088	85.8039
1718.432728	84.4706
1718.457368	87.1373
1718.482009	82.3529
1718.506649	85.9608
1718.53129	83.2157
1718.55593	83.0588
1718.580571	82.1177
1718.605212	96
1718.629854	107.059
1718.654495	103.843
1718.679137	104.627
1718.703779	116.392
1718.728421	113.882
1718.753063	105.647
1718.777705	119.765
1718.802348	139.686
1718.82699	146.431
1718.851633	140.314
1718.876276	134.275
1718.900919	132.706
1718.925563	120.235
1718.950206	108
1718.97485	95.2157
1718.999494	97.8039
1719.024138	106.431
1719.048783	111.529
1719.073427	101.725
1719.098072	96.7843
1719.122716	92.9412
1719.147361	95.7647
1719.172007	96.0784
1719.196652	100.863
1719.221298	90.1961
1719.245943	80.2353
1719.270589	77.2549
1719.295235	85.098
1719.319881	82.7451
1719.344528	88.2353
1719.369174	99.8431
1719.393821	101.255
1719.418468	88
1719.443115	83.3726
1719.467763	82.7451
1719.49241	82.1177
1719.517058	80.1569
1719.541706	73.4902
1719.566354	78.1961
1719.591002	81.0196
1719.61565	80.7843
1719.640299	86.4314
1719.664947	93.6471
1719.689596	104.627
1719.714245	115.608
1719.738894	120.235
1719.763544	123.373
1719.788193	130.51
1719.812843	127.686
1719.837493	122.431
1719.862143	124.235
1719.886794	126.039
1719.911444	119.529
1719.936095	109.804
1719.960746	95.2941
1719.985397	84.8627
1720.010048	79.5294
1720.034699	85.8824
1720.059351	83.5294
1720.084002	90.1961
1720.108654	91.1373
1720.133306	95.9216
1720.157959	91.1373
1720.182611	89.4902
1720.207264	92.6275
1720.231916	98.5098
1720.256569	86.2745
1720.281222	81.8824
1720.305876	75.7647
1720.330529	81.6471
1720.355183	76.3137
1720.379837	82.0392
1720.404491	85.6471
1720.429145	91.3726
1720.453799	94.0392
1720.478454	99.9216
1720.503109	94.1177
1720.527763	91.451
1720.552418	83.6863
1720.577074	84.2353
1720.601729	91.9216
1720.626385	105.412
1720.651041	120.392
1720.675696	132.706
1720.700353	138.588
1720.725009	139.059
1720.749665	129.176
1720.774322	131.059
1720.798979	129.098
1720.823636	123.216
1720.848293	115.529
1720.87295	108.784
1720.897608	99.2941
1720.922266	97.8039
1720.946924	98.2745
1720.971582	96.3137
1720.99624	90.1961
1721.020898	87.5294
1721.045557	83.9216
1721.070216	86.6667
1721.094875	86.902
1721.119534	94.1961
1721.144193	90.0392
1721.168853	96.3137
1721.193512	94.9804
1721.218172	90.902
1721.242832	86.5882
1721.267492	91.7647
1721.292153	92.0784
1721.316813	84.0784
1721.341474	78.4314
1721.366135	80.8627
1721.390796	81.4118
1721.415457	87.2941
1721.440119	89.098
1721.46478	96.4706
1721.489442	94.6667
1721.514104	82.902
1721.538766	77.9608
1721.563428	81.7255
1721.588091	84.7059
1721.612754	93.2549
1721.637416	102.353
1721.662079	119.529
1721.686743	130.588
1721.711406	127.216
1721.73607	113.255
1721.760733	124.078
1721.785397	128.784
1721.810061	124.863
1721.834726	115.294
1721.85939	114.745
1721.884055	113.882
1721.908719	109.647
1721.933384	99.6078
1721.95805	98.3529
1721.982715	95.5294
1722.00738	95.3726
1722.032046	92.0784
1722.056712	91.2941
1722.081378	93.8039
1722.106044	96
1722.13071	87.2941
1722.155377	78.1961
1722.180044	70.902
1722.204711	72.6275
1722.229378	75.6078
1722.254045	81.3333
1722.278712	83.7647
1722.30338	82.1177
1722.328048	77.5686
1722.352716	78.0392
1722.377384	79.7647
1722.402052	83.1373
1722.426721	87.2941
1722.451389	85.6471
1722.476058	78.1961
1722.500727	77.6471
1722.525396	84.4706
1722.550066	89.6471
1722.574735	89.5686
1722.599405	88
1722.624075	94.1177
1722.648745	100.392
1722.673415	105.804
1722.698086	113.333
1722.722756	114.51
1722.747427	114.902
1722.772098	116.784
1722.796769	124.235
1722.821441	128.627
1722.846112	128.863
1722.870784	121.255
1722.895456	122.431
1722.920128	120.863
1722.9448	106.745
1722.969472	95.6078
1722.994145	94.3529
1723.018818	94.2745
1723.043491	86.6667
1723.068164	78.5098
1723.092837	75.6078
1723.11751	77.2549
1723.142184	89.8824
1723.166858	93.5686
1723.191532	89.1765
1723.216206	84.4706
1723.24088	89.3333
1723.265555	90.8235
1723.290229	89.2549
1723.314904	84.4706
1723.339579	87.5294
1723.364255	81.0196
1723.38893	75.8431
1723.413605	77.3333
1723.438281	84.7059
1723.462957	86.7451
1723.487633	83.6078
1723.51231	76.2353
1723.536986	73.7255
1723.561663	70.3529
1723.586339	69.0196
1723.611016	70.902
1723.635694	83.9216
1723.660371	106.039
1723.685048	127.294
1723.709726	138.745
1723.734404	136.627
1723.759082	131.059
1723.78376	127.137
1723.808439	129.176
1723.833117	127.922
1723.857796	125.176
1723.882475	126.824
1723.907154	132.784
1723.931833	124.078
1723.956513	109.647
1723.981192	97.4118
1724.005872	91.7647
1724.030552	95.2941
1724.055232	94.0392
1724.079913	92.4706
1724.104593	85.2549
1724.129274	86.6667
1724.153955	81.5686
1724.178636	82.5882
1724.203317	78.902
1724.227998	84.549
1724.25268	82.5882
1724.277362	84.7843
1724.302043	88.8627
1724.326726	90.7451
1724.351408	90.2745
1724.37609	89.7255
1724.400773	94.0392
1724.425456	94.902
1724.450139	97.5686
1724.474822	97.098
1724.499505	96.4706
1724.524189	94.9804
1724.548872	84.2353
1724.573556	79.451
1724.59824	78.6667
1724.622925	83.3726
1724.647609	90.0392
1724.672294	97.3333
1724.696978	110.431
1724.721663	117.961
1724.746348	123.216
1724.771034	140.706
1724.795719	137.569
1724.820405	128.078
1724.845091	109.02
1724.869776	107.137
1724.894463	105.647
1724.919149	106.353
1724.943836	107.765
1724.968522	107.843
1724.993209	97.3333
1725.017896	90.4314
1725.042583	86.4314
1725.067271	86.9804
1725.091958	85.7255
1725.116646	92.7059
1725.141334	92.9412
1725.166022	92.0784
1725.19071	85.4902
1725.215399	80.9412
1725.240088	72.7059
1725.264776	69.8039
1725.289465	69.2549
1725.314154	79.451
1725.338844	85.4902
1725.363533	90.2745
1725.388223	89.4118
1725.412913	95.2157
1725.437603	97.4902
1725.462293	104
1725.486984	98.4314
1725.511674	96.3922
1725.536365	87.2941
1725.561056	83.6078
1725.585747	83.2941
1725.610438	84.4706
1725.63513	85.8824
1725.659821	100.549
1725.684513	110.902
1725.709205	123.686
1725.733897	128.235
1725.75859	134.196
1725.783282	136.627
1725.807975	137.333
1725.832668	124.471
1725.857361	109.961
1725.882054	104.549
1725.906748	100.941
1725.931441	100.314
1725.956135	100.863
1725.980829	98.4314
1726.005523	96.549
1726.030217	89.9608
1726.054912	87.2941
1726.079606	86.0392
1726.104301	87.9216
1726.128996	83.6078
1726.153691	84.6275
1726.178387	78.1177
1726.203082	77.8039
1726.227778	77.9608
1726.252474	80.549
1726.27717	85.098
1726.301866	85.7255
1726.326563	84.2353
1726.351259	81.3333
1726.375956	77.3333
1726.400653	72.0784
1726.42535	73.5686
1726.450047	74.1177
1726.474745	74.5098
1726.499442	78.7451
1726.52414	80.9412
1726.548838	77.3333
1726.573536	73.4118
1726.598235	74.902
1726.622933	82.5882
1726.647632	88.3922
1726.672331	99.2941
1726.69703	103.765
1726.721729	116.078
1726.746429	128.235
1726.771128	135.843
1726.795828	140.471
1726.820528	140.471
1726.845228	130.902
1726.869928	116.078
1726.894629	106.824
1726.919329	104.314
1726.94403	97.8824
1726.968731	90.7451
1726.993432	84.2353
1727.018134	83.9216
1727.042835	85.3333
1727.067537	84.549
1727.092239	82.7451
1727.116941	73.0196
1727.141643	75.2157
1727.166346	81.9608
1727.191048	90.5882
1727.215751	86.0392
1727.240454	78.3529
1727.265157	73.8039
1727.28986	75.9216
1727.314564	74.5098
1727.339268	76.8627
1727.363971	84.3137
1727.388675	86.902
1727.41338	80.3137
1727.438084	81.8039
1727.462788	81.4902
1727.487493	80.3922
1727.512198	71.1373
1727.536903	66.2745
1727.561608	64.4706
1727.586314	68.1569
1727.611019	72.4706
1727.635725	80.7843
1727.660431	94.7451
1727.685137	101.176
1727.709844	105.647
1727.73455	110.745
1727.759257	120.392
1727.783964	123.686
1727.808671	118.667
1727.833378	109.647
1727.858085	104.392
1727.882793	99.3726
1727.9075	92.7843
1727.932208	96.7059
1727.956916	94.5882
1727.981625	96.3137
1728.006333	87.451
1728.031042	86.8235
1728.05575	83.2941
1728.080459	85.8824
1728.105168	85.098
1728.129878	86.6667
1728.154587	80.0784
1728.179297	84.7059
1728.204007	77.8039
1728.228717	73.8039
1728.253427	69.5686
1728.278137	74.1177
1728.302848	75.0588
1728.327559	74.1961
1728.35227	73.9608
1728.376981	76.2353
1728.401692	79.7647
1728.426403	82.4314
1728.451115	76.0784
1728.475827	76
1728.500539	74.3529
1728.525251	74.2745
1728.549963	72.9412
1728.574676	71.9216
1728.599388	72.3922
1728.624101	69.4118
1728.648814	70.5882
1728.673527	85.3333
1728.698241	98.5882
1728.722954	116
1728.747668	115.294
1728.772382	118.98
1728.797096	122.196
1728.82181	124.941
1728.846525	116.627
1728.871239	112.078
1728.895954	102.196
1728.920669	96.2353
1728.945384	84.6275
1728.970099	80.2353
1728.994815	74.4314
1729.019531	77.4118
1729.044246	78.9804
1729.068962	85.0196
1729.093679	85.5686
1729.118395	92.549
1729.143112	85.5686
1729.167828	87.7647
1729.192545	88.2353
1729.217262	90.1961
1729.24198	78.7451
1729.266697	78.2745
1729.291415	81.8039
1729.316132	89.8824
1729.34085	95.2941
1729.365569	91.9216
1729.390287	87.9216
1729.415005	83.6078
1729.439724	75.3726
1729.464443	77.1765
1729.489162	72
1729.513881	72.3922
1729.5386	68.2353
1729.56332	69.6471
1729.58804	72.3922
1729.61276	74.1961
1729.63748	80.4706
1729.6622	87.2157
1729.68692	96.2353
1729.711641	105.02
1729.736362	103.922
1729.761083	107.843
1729.785804	113.412
1729.810525	124.392
1729.835247	128.471
1729.859968	129.49
1729.88469	117.255
1729.909412	105.098
1729.934135	99.2941
1729.958857	100.157
1729.98358	101.49
1730.008302	96.9412
1730.033025	90.5098
1730.057748	90.5098
1730.082472	83.9216
1730.107195	79.2157
1730.131919	83.2157
1730.156642	85.4118
1730.181366	77.7255
1730.20609	79.0588
1730.230815	81.7255
1730.255539	89.8824
1730.280264	87.8431
1730.304989	82.0392
1730.329714	80.7059
1730.354439	82.9804
1730.379164	80.9412
1730.40389	76.7843
1730.428616	73.4118
1730.453342	72.7843
1730.478068	75.6078
1730.502794	74.5098
1730.527521	75.2157
1730.552247	70.1177
1730.576974	70.1177
1730.601701	76.0784
1730.626428	83.0588
1730.651155	88.6275
1730.675883	96.0784
1730.700611	110.588
1730.725338	118.353
1730.750066	121.333
1730.774795	116.863
1730.799523	124.471
1730.824252	128.392
1730.84898	131.529
1730.873709	131.059
1730.898438	121.725
1730.923168	104.549
1730.947897	98.2745
1730.972627	97.4118
1730.997357	102.588
1731.022087	95.2941
1731.046817	94.0392
1731.071547	88.4706
1731.096278	91.0588
1731.121008	93.0196
1731.145739	87.3726
1731.17047	84.3922
1731.195201	83.6078
1731.219933	79.3726
1731.244664	81.1765
1731.269396	80.6275
1731.294128	82.5098
1731.31886	81.6471
1731.343592	80.7843
1731.368325	78.7451
1731.393057	83.1373
1731.41779	81.8039
1731.442523	75.6863
1731.467256	68.7843
1731.49199	67.5294
1731.516723	76.4706
1731.541457	74.1961
1731.566191	66.5098
1731.590925	68.549
1731.615659	70.4314
1731.640393	80.4706
1731.665128	89.8824
1731.689863	99.9216
1731.714598	102.824
1731.739333	103.686
1731.764068	106.745
1731.788804	116.235
1731.813539	125.804
1731.838275	133.647
1731.863011	139.922
1731.887747	140.863
1731.912484	133.098
1731.93722	116.157
1731.961957	103.137
1731.986694	100.235
1732.011431	103.451
1732.036168	105.176
1732.060905	98.6667
1732.085643	94.8235
1732.110381	82.4314
1732.135119	82.7451
1732.159857	81.4118
1732.184595	84.7059
1732.209333	81.6471
1732.234072	92.3137
1732.258811	91.6863
1732.28355	88.3922
1732.308289	81.4902
1732.333028	83.5294
1732.357768	84.9412
1732.382508	83.8431
1732.407247	77.9608
1732.431987	78.4314
1732.456728	78.4314
1732.481468	80.1569
1732.506209	75.9216
1732.530949	72.3922
1732.55569	68.3137
1732.580432	72.4706
1732.605173	75.9216
1732.629914	77.8039
1732.654656	82.7451
1732.679398	89.6471
1732.70414	95.6078
1732.728882	110.824
1732.753624	122.196
1732.778367	126.745
1732.803109	121.725
1732.827852	115.294
1732.852595	110.51
1732.877339	110.118
1732.902082	113.333
1732.926826	106.275
1732.951569	105.49
1732.976313	101.569
1733.001057	85.6471
1733.025802	73.5686
1733.050546	80.8627
1733.075291	86.9804
1733.100036	86.0392
1733.124781	85.8824
1733.149526	88.8627
1733.174271	87.0588
1733.199017	85.2549
1733.223762	85.7255
1733.248508	86.2745
1733.273254	89.1765
1733.298001	88.7059
1733.322747	82.4314
1733.347494	79.9216
1733.37224	75.1373
1733.396987	73.5686
1733.421734	79.8431
1733.446482	84.6275
1733.471229	90.5882
1733.495977	83.451
1733.520725	74.902
1733.545473	71.451
1733.570221	69.1765
1733.594969	69.2549
1733.619718	74.8235
1733.644466	83.1373
1733.669215	95.1373
1733.693964	106.51
1733.718714	109.725
1733.743463	115.608
1733.768213	121.02
1733.792962	119.373
1733.817712	121.647
1733.842462	125.647
1733.867213	133.569
1733.891963	140.784
1733.916714	134.824
1733.941465	119.843
1733.966216	109.02
1733.990967	92.0784
1734.015718	88.3922
1734.04047	96.2353
1734.065222	100.078
1734.089973	91.5294
1734.114725	84.8627
1734.139478	89.2549
1734.16423	96
1734.188983	93.4118
1734.213735	91.2157
1734.238488	88.7843
1734.263242	82.0392
1734.287995	75.2941
1734.312748	72.9412
1734.337502	76.549
1734.362256	74.6667
1734.38701	68.7059
1734.411764	70.7451
1734.436518	71.2941
1734.461273	72.7843
1734.486028	73.9608
1734.510783	77.9608
1734.535538	77.8039
1734.560293	77.098
1734.585048	68.0784
1734.609804	70.7451
1734.63456	82.9804
1734.659316	100.157
1734.684072	97.8039
1734.708828	101.804
1734.733585	105.647
1734.758341	104.314
1734.783098	104.863
1734.807855	114.51
1734.832612	122.745
1734.85737	133.02
1734.882127	129.098
1734.906885	120.706
1734.931643	112.314
1734.956401	108.784
1734.981159	99.451
1735.005917	93.9608
1735.030676	93.0196
1735.055435	88.3922
1735.080194	77.8824
1735.104953	77.098
1735.129712	84.2353
1735.154472	91.9216
1735.179231	87.6863
1735.203991	90.6667
1735.228751	97.8824
1735.253511	92.4706
1735.278272	78.7451
1735.303032	74.5882
1735.327793	73.7255
1735.352554	73.098
1735.377315	71.9216
1735.402076	70.6667
1735.426838	69.4902
1735.451599	68.9412
1735.476361	73.4902
1735.501123	79.0588
1735.525885	78.3529
1735.550648	85.098
1735.57541	85.098
1735.600173	84
1735.624936	84.6275
1735.649699	87.7647
1735.674462	90.7451
1735.699225	102.353
1735.723989	116.235
1735.748752	121.569
1735.773516	119.843
1735.79828	129.647
1735.823045	137.961
1735.847809	132.863
1735.872574	121.804
1735.897338	116.078
1735.922103	109.333
1735.946869	103.137
1735.971634	99.6863
1735.996399	99.6863
1736.021165	95.6078
1736.045931	92.4706
1736.070697	91.3726
1736.095463	87.0588
1736.120229	78.5098
1736.144996	83.2941
1736.169763	80.0784
1736.19453	77.4118
1736.219297	75.3726
1736.244064	75.6078
1736.268831	78.7451
1736.293599	78.5882
1736.318367	69.3333
1736.343135	69.5686
1736.367903	70.2745
1736.392671	74.3529
1736.41744	73.3333
1736.442208	76.4706
1736.466977	77.0196
1736.491746	71.1373
1736.516516	66.2745
1736.541285	66.1961
1736.566054	65.8039
1736.590824	71.9216
1736.615594	73.4118
1736.640364	77.9608
1736.665134	85.8824
1736.689905	97.2549
1736.714675	106.275
1736.739446	117.647
1736.764217	120
1736.788988	115.137
1736.81376	121.412
1736.838531	131.294
1736.863303	136.235
1736.888075	131.373
1736.912847	118.902
1736.937619	113.098
1736.962391	109.49
1736.987164	100.157
1737.011937	92.7059
1737.03671	98.8235
1737.061483	102.588
1737.086256	109.176
1737.111029	101.412
1737.135803	94.1177
1737.160577	89.098
1737.185351	83.6078
1737.210125	81.8824
1737.234899	84.3137
1737.259674	79.2157
1737.284448	77.098
1737.309223	75.6863
1737.333998	75.5294
1737.358774	78.7451
1737.383549	77.1765
1737.408324	71.0588
1737.4331	71.2157
1737.457876	70.0392
1737.482652	67.5294
1737.507428	69.0196
1737.532205	79.3726
1737.556982	76.4706
1737.581758	80.4706
1737.606535	76.6275
1737.631312	74.5098
1737.65609	80.0784
1737.680867	92.1569
1737.705645	100.549
1737.730423	109.804
1737.755201	116.471
1737.779979	124.078
1737.804758	134.118
1737.829536	139.765
1737.854315	135.451
1737.879094	128.235
1737.903873	120.314
1737.928652	107.686
1737.953432	93.8039
1737.978211	86.5098
1738.002991	84.549
1738.027771	88.6275
1738.052551	87.1373
1738.077331	87.2941
1738.102112	90.9804
1738.126893	88.9412
1738.151674	88.549
1738.176455	86.9804
1738.201236	86.9804
1738.226017	81.9608
1738.250799	76.7059
1738.27558	81.098
1738.300362	79.451
1738.325145	79.9216
1738.349927	77.5686
1738.374709	75.7647
1738.399492	71.2941
1738.424275	69.8824
1738.449058	68.7059
1738.473841	67.1373
1738.498624	64.7843
1738.523408	71.0588
1738.548191	79.8431
1738.572975	81.8824
1738.597759	76.0784
1738.622543	75.6863
1738.647328	79.2941
1738.672112	92.4706
1738.696897	106.118
1738.721682	110.118
1738.746467	111.686
1738.771253	115.216
1738.796038	115.686
1738.820824	122.667
1738.845609	114.196
1738.870395	108.471
1738.895182	104.863
1738.919968	100.392
1738.944754	93.2549
1738.969541	93.8039
1738.994328	88.2353
1739.019115	85.4118
1739.043902	86.1961
1739.06869	88.6275
1739.093477	86.7451
1739.118265	84.549
1739.143053	76.3922
1739.167841	76.4706
1739.192629	80.0784
1739.217418	87.9216
1739.242206	88.0784
1739.266995	89.4902
1739.291784	85.3333
1739.316573	82.0392
1739.341363	79.6078
1739.366152	76.4706
1739.390942	72.1569
1739.415732	72.1569
1739.440522	66.7451
1739.465312	67.5294
1739.490103	64.3137
1739.514893	69.9608
1739.539684	71.6863
1739.564475	67.1373
1739.589266	60.0784
1739.614057	64.549
1739.638849	71.0588
1739.66364	75.451
1739.688432	78.1961
1739.713224	88.7843
1739.738016	92.3137
1739.762809	97.6471
1739.787601	104.235
1739.812394	118.667
1739.837187	119.529
1739.86198	121.098
1739.886773	117.804
1739.911566	118.51
1739.93636	122.039
1739.961154	117.333
1739.985948	110.667
1740.010742	98.6667
1740.035536	92.8627
1740.060331	92.7059
1740.085125	94.8235
1740.10992	93.2549
1740.134715	87.8431
1740.15951	81.1765
1740.184306	77.4118
1740.209101	78.902
1740.233897	85.6471
1740.258693	84.9412
1740.283489	78.8235
1740.308285	75.8431
1740.333081	72.7059
1740.357878	78.6667
1740.382675	76.7059
1740.407472	76.8627
1740.432269	75.8431
1740.457066	73.6471
1740.481864	74.1177
1740.506661	71.2157
1740.531459	72.6275
1740.556257	77.4902
1740.581055	80.7059
1740.605854	87.451
1740.630652	95.5294
1740.655451	107.294
1740.68025	131.922
1740.705049	159.608
1740.729848	176
1740.754647	169.02
1740.779447	156.784
1740.804247	145.961
1740.829047	144.706
1740.853847	141.255
1740.878647	141.255
1740.903448	132
1740.928248	125.647
1740.953049	125.02
1740.97785	120.078
1741.002651	109.961
1741.027453	110.824
1741.052254	117.176
1741.077056	104.784
1741.101858	95.451
1741.12666	87.3726
1741.151462	89.0196
1741.176264	84.2353
1741.201067	82.2745
1741.22587	79.6863
1741.250673	77.4118
1741.275476	75.1373
1741.300279	78.4314
1741.325083	77.2549
1741.349886	82.4314
1741.37469	75.8431
1741.399494	74.1177
1741.424298	72.0784
1741.449103	67.5294
1741.473907	69.4118
1741.498712	65.8824
1741.523517	68.0784
1741.548322	67.451
1741.573127	70.7451
1741.597933	81.098
1741.622738	92.8627
1741.647544	100.941
1741.67235	121.098
1741.697156	146.824
1741.721962	157.882
1741.746769	153.412
1741.771575	141.176
1741.796382	136.941
1741.821189	131.843
1741.845997	142.824
1741.870804	131.608
1741.895611	119.451
1741.920419	107.922
1741.945227	111.294
1741.970035	108.706
1741.994843	103.216
1742.019652	93.098
1742.04446	93.9608
1742.069269	85.9608
1742.094078	95.451
1742.118887	98.8235
1742.143697	99.6863
1742.168506	94.5882
1742.193316	85.1765
1742.218126	78.5098
1742.242936	84.9412
1742.267746	93.5686
1742.292556	90.5882
1742.317367	85.4902
1742.342177	80.0784
1742.366988	74.9804
1742.391799	78.5882
1742.416611	75.6863
1742.441422	77.6471
1742.466234	74.5882
1742.491045	72.9412
1742.515857	64.4706
1742.54067	68.8627
1742.565482	72.7059
1742.590294	80.0784
1742.615107	85.0196
1742.63992	87.6078
1742.664733	93.8824
1742.689546	110.118
1742.714359	128.235
1742.739173	139.843
1742.763987	134.51
1742.788801	128.549
1742.813615	133.02
1742.838429	136.549
1742.863243	128.863
1742.888058	126.353
1742.912873	120.314
1742.937688	114.745
1742.962503	103.529
1742.987318	100.235
1743.012134	100.549
1743.036949	104
1743.061765	99.1373
1743.086581	89.8039
1743.111397	81.8039
1743.136214	80.549
1743.16103	79.9216
1743.185847	77.8039
1743.210664	77.8824
1743.235481	80.3137
1743.260298	78.0392
1743.285116	70.7451
1743.309933	65.6471
1743.334751	67.1373
1743.359569	70.5882
1743.384387	74.902
1743.409206	85.8039
1743.434024	84.0784
1743.458843	79.5294
1743.483662	74.2745
1743.508481	68.4706
1743.5333	64.3922
1743.558119	68.3137
1743.582939	69.4118
1743.607758	69.2549
1743.632578	78.0392
1743.657398	87.6078
1743.682219	96
1743.707039	100.941
1743.73186	117.882
1743.756681	130.353
1743.781502	132.706
1743.806323	129.412
1743.831144	119.216
1743.855966	115.922
1743.880787	109.412
1743.905609	103.765
1743.930431	103.529
1743.955253	100
1743.980076	104.471
1744.004898	104.471
1744.029721	99.5294
1744.054544	94.8235
1744.079367	96.8627
1744.10419	88.549
1744.129014	86.1177
1744.153837	86.5098
1744.178661	80.6275
1744.203485	82.5098
1744.228309	88.8627
1744.253134	85.3333
1744.277958	82.1177
1744.302783	77.6471
1744.327608	76.6275
1744.352433	80
1744.377258	80.8627
1744.402083	80.3137
1744.426909	79.3726
1744.451734	82.2745
1744.47656	80.7059
1744.501386	75.0588
1744.526213	71.2157
1744.551039	70.5882
1744.575866	80.549
1744.600693	80.549
1744.62552	83.8431
1744.650347	91.2157
1744.675174	100.941
1744.700002	106.51
1744.724829	109.725
1744.749657	108.078
1744.774485	117.49
1744.799313	130.118
1744.824142	141.333
1744.84897	132.157
1744.873799	124.627
1744.898628	117.725
1744.923457	113.804
1744.948286	108.392
1744.973116	106.51
1744.997945	101.176
1745.022775	93.8039
1745.047605	86.9804
1745.072435	82.3529
1745.097266	87.6078
1745.122096	94.4314
1745.146927	87.9216
1745.171758	81.2549
1745.196589	77.6471
1745.22142	82.0392
1745.246251	89.4902
1745.271083	98.8235
1745.295915	97.3333
1745.320747	89.4902
1745.345579	77.5686
1745.370411	73.7255
1745.395243	75.6863
1745.420076	72.6275
1745.444909	70.1961
1745.469742	70.902
1745.494575	74.5882
1745.519408	74.902
1745.544242	65.9608
1745.569076	64.549
1745.593909	76.8627
1745.618744	90.3529
1745.643578	99.5294
1745.668412	97.9608
1745.693247	94.0392
1745.718081	92.7059
1745.742916	103.294
1745.767751	119.059
1745.792587	127.765
1745.817422	128.549
1745.842258	128.627
1745.867094	125.098
1745.89193	119.451
1745.916766	116.392
1745.941602	103.373
1745.966439	97.3333
1745.991275	96.4706
1746.016112	100.157
1746.040949	89.2549
1746.065787	82.2745
1746.090624	77.1765
1746.115461	82.902
1746.140299	82.2745
1746.165137	80.7843
1746.189975	81.9608
1746.214814	79.9216
1746.239652	80.6275
1746.264491	77.2549
1746.289329	73.4902
1746.314168	75.5294
1746.339008	78.1961
1746.363847	75.2157
1746.388686	73.4902
1746.413526	74.902
1746.438366	72.8627
1746.463206	74.3529
1746.488046	72.6275
1746.512887	70.9804
1746.537727	69.7255
1746.562568	72.1569
1746.587409	71.8431
1746.61225	77.4118
1746.637091	83.6863
1746.661933	91.8431
1746.686775	102.667
1746.711616	110.98
1746.736458	116.784
1746.7613	121.098
1746.786143	127.451
1746.810985	138.824
1746.835828	145.02
1746.860671	156.706
1746.885514	164.235
1746.910357	169.255
1746.935201	165.098
1746.960044	156.392
1746.984888	138.98
1747.009732	119.529
1747.034576	105.412
1747.05942	102.98
1747.084265	97.9608
1747.109109	95.2941
1747.133954	97.098
1747.158799	99.6863
1747.183644	100.784
1747.20849	99.0588
1747.233335	100.471
1747.258181	89.6471
1747.283027	89.7255
1747.307873	92.2353
1747.332719	92.8627
1747.357566	83.2157
1747.382412	75.0588
1747.407259	68.549
1747.432106	70.7451
1747.456953	68
1747.4818	62.6667
1747.506648	62.902
1747.531495	64.7059
1747.556343	65.7255
1747.581191	67.0588
1747.606039	80.3137
1747.630888	84.0784
1747.655736	93.9608
1747.680585	98.5882
1747.705434	107.373
1747.730283	118.196
1747.755132	135.294
1747.779982	135.373
1747.804831	132
1747.829681	133.098
1747.854531	143.373
1747.879381	153.02
1747.904231	166.745
1747.929082	164.157
1747.953932	161.569
1747.978783	147.059
1748.003634	129.882
1748.028485	115.529
1748.053337	114.667
1748.078188	109.412
1748.10304	101.49
1748.127892	90.5882
1748.152744	89.098
1748.177596	89.4902
1748.202449	93.1765
1748.227301	91.2941
1748.252154	84.7059
1748.277007	80.0784
1748.30186	80.9412
1748.326713	77.4118
1748.351567	76.1569
1748.376421	79.2157
1748.401274	84.4706
1748.426128	82.0392
1748.450983	75.7647
1748.475837	72.8627
1748.500691	78.9804
1748.525546	84.8627
1748.550401	78.902
1748.575256	72.3137
1748.600111	68.7843
1748.624967	67.6863
1748.649822	70.9804
1748.674678	83.0588
1748.699534	99.0588
1748.72439	112.235
1748.749247	117.804
1748.774103	120.941
1748.79896	127.922
1748.823817	128.235
1748.848674	134.745
1748.873531	137.255
1748.898388	144.627
1748.923246	150.745
1748.948103	149.882
1748.972961	129.569
1748.997819	110.667
1749.022678	97.4902
1749.047536	97.7255
1749.072395	94.5882
1749.097253	95.2941
1749.122112	96.4706
1749.146971	99.5294
1749.171831	93.9608
1749.19669	92.2353
1749.22155	94.1961
1749.24641	99.8431
1749.27127	92.3922
1749.29613	81.4902
1749.32099	69.8039
1749.345851	71.8431
1749.370712	74.5098
1749.395572	80.4706
1749.420434	78.6667
1749.445295	79.0588
1749.470156	72
1749.495018	72.1569
1749.51988	74.9804
1749.544742	83.2157
1749.569604	79.3726
1749.594466	77.7255
1749.619329	76.7059
1749.644191	78.6667
1749.669054	84.7059
1749.693917	91.6078
1749.71878	101.569
1749.743644	107.137
1749.768507	115.451
1749.793371	122.588
1749.818235	128.627
1749.843099	128.471
1749.867963	126.745
1749.892828	128.941
1749.917692	118.118
1749.942557	107.451
1749.967422	105.255
1749.992287	100.314
1750.017152	99.9216
1750.042018	101.333
1750.066884	97.2549
1750.091749	91.3726
1750.116615	84.6275
1750.141482	78.902
1750.166348	81.5686
1750.191214	89.5686
1750.216081	88.2353
1750.240948	83.0588
1750.265815	85.2549
1750.290682	90.0392
1750.31555	85.4902
1750.340418	79.6078
1750.365285	76.7843
1750.390153	76.7843
1750.415021	77.4118
1750.43989	81.0196
1750.464758	82.1177
