m/z	intensity
891.902223	237.098
891.919974	230.667
891.937725	233.647
891.955476	222.118
891.973227	208.235
891.990979	207.137
892.00873	209.49
892.026482	212.157
892.044234	201.176
892.061986	220.941
892.079739	234.353
892.097491	238.902
892.115244	229.176
892.132997	219.137
892.15075	218.431
892.168503	232.392
892.186257	244.314
892.20401	255.137
892.221764	243.843
892.239518	256.471
892.257272	302.275
892.275026	367.451
892.292781	428.471
892.310536	484.941
892.32829	553.098
892.346046	637.333
892.363801	706.039
892.381556	802.353
892.399312	914.118
892.417067	1002.82
892.434823	1027.14
892.452579	1018.27
892.470336	962.98
892.488092	904.157
892.505849	879.294
892.523605	917.49
892.541362	1006.27
892.55912	1122.51
892.576877	1212.63
892.594634	1277.73
892.612392	1287.76
892.63015	1250.04
892.647908	1142.82
892.665666	964.706
892.683425	789.255
892.701183	657.098
892.718942	555.686
892.736701	488.549
892.75446	437.961
892.772219	401.961
892.789979	366.98
892.807738	348.863
892.825498	326.98
892.843258	320
892.861018	310.353
892.878778	294.98
892.896539	283.216
892.9143	276.314
892.93206	258.824
892.949822	260.471
892.967583	257.02
892.985344	248.157
893.003106	226.275
893.020867	222.667
893.038629	230.98
893.056391	240.078
893.074154	234.431
893.091916	227.294
893.109679	228.392
893.127442	233.961
893.145205	236.784
893.162968	236.549
893.180731	235.294
893.198495	236.784
893.216258	250.353
893.234022	275.451
893.251786	291.843
893.26955	295.137
893.287315	321.882
893.305079	393.02
893.322844	449.49
893.340609	497.176
893.358374	526.98
893.376139	556.627
893.393905	615.373
893.41167	702.588
893.429436	763.137
893.447202	796.078
893.464968	798.118
893.482735	779.529
893.500501	752.314
893.518268	757.177
893.536035	802.98
893.553802	877.49
893.571569	992.941
893.589336	1159.76
893.607104	1289.49
893.624872	1315.53
893.64264	1231.53
893.660408	1072.39
893.678176	841.02
893.695944	637.333
893.713713	491.608
893.731482	421.882
893.749251	380.235
893.76702	366.98
893.784789	341.412
893.802559	317.725
893.820329	298.902
893.838098	282.745
893.855868	264
893.873639	260.471
893.891409	243.765
893.90918	222.745
893.92695	214.196
893.944721	214.353
893.962492	204.078
893.980264	201.098
893.998035	198.588
894.015807	199.843
894.033579	192.784
894.051351	188.157
894.069123	183.216
894.086895	187.294
894.104668	180.471
894.12244	174.667
894.140213	173.02
894.157986	186.588
894.175759	197.882
894.193533	200.941
894.211306	190.039
894.22908	208.471
894.246854	232.314
894.264628	253.176
894.282402	273.098
894.300177	295.686
894.317952	333.098
894.335726	399.765
894.353501	490.275
894.371276	578.039
894.389052	637.333
894.406827	631.059
894.424603	608.941
894.442379	610.51
894.460155	618.196
894.477931	609.647
894.495708	597.333
894.513484	621.255
894.531261	661.961
894.549038	719.059
894.566815	783.059
894.584592	852.549
894.60237	886.196
894.620147	898.588
894.637925	850.745
894.655703	758.196
894.673481	641.333
894.69126	525.412
894.709038	429.333
894.726817	367.843
894.744596	323.843
894.762375	293.412
894.780154	270.039
894.797933	258.745
894.815713	240.784
894.833493	234.667
894.851273	224.549
894.869053	213.961
894.886833	194.196
894.904614	191.373
894.922394	192.941
894.940175	181.804
894.957956	161.725
894.975737	172.706
894.993519	184.235
895.0113	186.667
895.029082	167.451
895.046864	155.059
895.064646	154.118
895.082428	162.431
895.10021	160.392
895.117993	157.333
895.135776	154.51
895.153559	151.843
895.171342	146.824
895.189125	159.216
895.206909	178.039
895.224692	199.765
895.242476	228.235
895.26026	258.039
895.278044	258.98
895.295829	251.529
895.313613	274.431
895.331398	319.059
895.349183	371.373
895.366968	414.353
895.384753	432.314
895.402538	455.608
895.420324	492.706
895.43811	531.451
895.455896	563.922
895.473682	584.627
895.491468	590.588
895.509255	592
895.527041	607.843
895.544828	627.765
895.562615	649.098
895.580402	692.471
895.59819	716.471
895.615977	714.275
895.633765	696.863
895.651553	665.02
895.669341	592.784
895.687129	499.059
895.704917	414.667
895.722706	352.549
895.740495	293.725
895.758284	264.549
895.776073	246.039
895.793862	244.314
895.811652	220
895.829441	210.039
895.847231	196
895.865021	186.902
895.882811	175.451
895.900602	175.922
895.918392	171.608
895.936183	163.137
895.953974	151.451
895.971765	151.922
895.989556	149.176
896.007347	144.627
896.025139	152.863
896.042931	155.216
896.060723	140.627
896.078515	132.157
896.096307	140.314
896.1141	147.686
896.131892	153.176
896.149685	156.784
896.167478	164.863
896.185271	174.353
896.203065	190.824
896.220858	205.725
896.238652	214.588
896.256446	223.529
896.27424	238.039
896.292034	260.392
896.309829	298.118
896.327623	372.863
896.345418	473.961
896.363213	598.98
896.381008	717.647
896.398803	768.235
896.416599	746.039
896.434394	718.196
896.45219	693.255
896.469986	642.98
896.487782	604.471
896.505579	611.137
896.523375	640.471
896.541172	658.039
896.558969	648.471
896.576766	625.804
896.594563	605.177
896.612361	607.451
896.630158	591.059
896.647956	550.745
896.665754	506.902
896.683552	450.98
896.70135	395.608
896.719149	354.196
896.736948	314.902
896.754746	280.706
896.772545	250.196
896.790345	238.745
896.808144	222.196
896.825944	198.196
896.843743	183.137
896.861543	179.137
896.879343	178.431
896.897144	175.294
896.914944	163.922
896.932745	153.725
896.950545	151.216
896.968346	151.922
896.986147	146.51
897.003949	152.863
897.02175	155.294
897.039552	156.784
897.057354	155.373
897.075156	157.725
897.092958	153.176
897.11076	149.804
897.128563	147.765
897.146366	151.608
897.164168	154.588
897.181972	165.804
897.199775	172.941
897.217578	198.588
897.235382	211.451
897.253186	217.961
897.27099	209.255
897.288794	222.118
897.306598	248.235
897.324403	294.353
897.342207	349.804
897.360012	426.902
897.377817	518.275
897.395622	602.98
897.413428	625.726
897.431233	606.431
897.449039	571.373
897.466845	535.373
897.484651	503.686
897.502457	509.49
897.520264	536.392
897.53807	561.412
897.555877	578.745
897.573684	589.177
897.591491	592.549
897.609298	588.314
897.627106	562.902
897.644914	507.137
897.662721	434.196
897.680529	383.216
897.698338	347.137
897.716146	314.039
897.733955	286.745
897.751763	275.137
897.769572	260.784
897.787381	248.941
897.805191	240.863
897.823	225.333
897.84081	207.765
897.858619	199.922
897.876429	205.176
897.894239	209.333
897.91205	201.725
897.92986	181.961
897.947671	167.686
897.965482	168.627
897.983293	178.353
898.001104	181.02
898.018915	164.392
898.036727	157.412
898.054539	164.549
898.072351	168.706
898.090163	162.196
898.107975	159.686
898.125787	169.882
898.1436	194.431
898.161413	204.078
898.179226	192.549
898.197039	185.02
898.214852	194.824
898.232666	209.333
898.250479	221.333
898.268293	248.471
898.286107	275.765
898.303922	322.51
898.321736	415.843
898.33955	601.804
898.357365	891.137
898.37518	1219.76
898.392995	1474.27
898.41081	1589.96
898.428626	1568.31
898.446442	1399.84
898.464257	1149.41
898.482073	938.196
898.499889	833.098
898.517706	791.451
898.535522	779.843
898.553339	781.647
898.571156	783.294
898.588973	745.412
898.60679	679.529
898.624607	622.588
898.642425	593.255
898.660243	547.216
898.678061	492.314
898.695879	431.529
898.713697	383.608
898.731515	336.627
898.749334	309.333
898.767153	289.333
898.784972	275.843
898.802791	252
898.82061	240.471
898.83843	231.294
898.85625	235.059
898.874069	224
898.891889	195.059
898.90971	170.824
898.92753	160.863
898.945351	166.667
898.963171	170.98
898.980992	160.627
898.998813	152.314
899.016635	147.686
899.034456	153.333
899.052278	172.078
899.0701	179.059
899.087921	176
899.105744	175.765
899.123566	175.216
899.141388	180.157
899.159211	193.098
899.177034	210.431
899.194857	213.647
899.21268	216.235
899.230504	219.451
899.248327	235.294
899.266151	241.882
899.283975	248.235
899.301799	279.765
899.319623	345.725
899.337448	418.51
899.355272	540.941
899.373097	733.647
899.390922	945.726
899.408747	1052.16
899.426573	1042.12
899.444398	955.216
899.462224	859.843
899.48005	765.333
899.497876	686.196
899.515702	632.471
899.533528	634.667
899.551355	642.902
899.569182	642.353
899.587009	622.196
899.604836	585.02
899.622663	537.726
899.64049	490.667
899.658318	439.765
899.676146	396.941
899.693974	349.647
899.711802	323.765
899.72963	316
899.747459	312.471
899.765288	290.588
899.783116	261.647
899.800946	243.373
899.818775	243.294
899.836604	247.843
899.854434	245.333
899.872263	226.98
899.890093	200.941
899.907923	187.373
899.925754	182.824
899.943584	194.039
899.961415	207.216
899.979246	196.706
899.997077	178.745
900.014908	173.255
900.032739	185.961
900.050571	190.588
900.068402	187.686
900.086234	186.588
900.104066	179.451
900.121899	170.196
900.139731	185.02
900.157564	192.784
900.175396	196
900.193229	197.961
900.211062	220.471
900.228896	246.51
900.246729	265.882
900.264563	326.196
900.282397	456.235
900.30023	652.706
900.318065	882.039
900.335899	1102.98
900.353734	1260.78
900.371568	1380.47
900.389403	1515.29
900.407238	1629.73
900.425073	1652.39
900.442909	1531.61
900.460744	1335.76
900.47858	1121.96
900.496416	926.667
900.514252	785.804
900.532088	746.196
900.549925	753.49
900.567762	725.177
900.585598	669.961
900.603435	615.686
900.621273	566.431
900.63911	518.745
900.656947	478.51
900.674785	452
900.692623	412.941
900.710461	377.333
900.728299	363.922
900.746138	347.137
900.763976	331.608
900.781815	322.588
900.799654	295.059
900.817493	266.196
900.835332	236
900.853172	232.235
900.871011	241.647
900.888851	244.392
900.906691	233.49
900.924531	213.961
900.942372	206.275
900.960212	206.51
900.978053	192.235
900.995894	176
901.013735	180.549
901.031576	188.706
901.049418	192.471
901.067259	182.824
901.085101	187.922
901.102943	201.647
901.120785	204
901.138627	197.098
901.15647	200.863
901.174312	217.02
901.192155	226.667
901.209998	225.961
901.227841	220.392
901.245685	228.314
901.263528	253.176
901.281372	304.471
901.299216	386.353
901.31706	515.373
901.334904	665.255
901.352749	785.255
901.370593	851.216
901.388438	900.706
901.406283	941.804
901.424128	968.628
901.441973	949.177
901.459819	882.667
901.477665	774.51
901.49551	679.294
901.513356	635.451
901.531203	613.412
901.549049	599.843
901.566895	602.51
901.584742	583.294
901.602589	536.549
901.620436	488.235
901.638283	442.667
901.656131	402.98
901.673978	361.02
901.691826	328
901.709674	318.902
901.727522	323.059
901.74537	311.373
901.763219	283.922
901.781068	263.059
901.798916	258.745
901.816765	255.529
901.834615	240.941
901.852464	225.647
901.870314	220.471
901.888163	208.784
901.906013	186.902
901.923863	180.471
901.941713	180.863
901.959564	181.333
901.977414	181.098
901.995265	182.196
902.013116	180.706
902.030967	176.157
902.048819	168.863
902.06667	159.451
902.084522	155.294
902.102374	151.843
902.120226	157.02
902.138078	180.706
902.15593	192
902.173783	194.431
902.191635	193.333
902.209488	195.922
902.227341	195.137
902.245195	202.196
902.263048	209.804
902.280902	225.49
902.298755	270.745
902.316609	344.471
902.334464	427.216
902.352318	511.686
902.370172	568.157
902.388027	612.628
902.405882	661.647
902.423737	686.98
902.441592	687.373
902.459447	674.431
902.477303	641.882
902.495159	597.255
902.513015	562.353
902.530871	540.627
902.548727	535.843
902.566583	530.118
902.58444	521.804
902.602297	515.686
902.620154	501.333
902.638011	476.627
902.655868	431.451
902.673726	384.941
902.691583	346.431
902.709441	321.725
902.727299	306.588
902.745157	308.627
902.763016	299.137
902.780874	269.569
902.798733	233.647
902.816592	224.706
902.834451	207.765
902.85231	195.765
902.87017	184.235
902.888029	172.235
902.905889	159.216
902.923749	159.216
902.941609	172.863
902.959469	178.824
902.97733	173.412
902.995191	162.824
903.013051	155.843
903.030912	153.647
903.048774	156.471
903.066635	167.843
903.084496	170.353
903.102358	164.078
903.12022	159.608
903.138082	161.176
903.155944	168.235
903.173807	168.941
903.19167	172.863
903.209532	182.039
903.227395	198.824
903.245258	205.882
903.263122	207.059
903.280985	223.529
903.298849	236.392
903.316713	264.078
903.334577	325.882
903.352441	380.784
903.370305	410.353
903.38817	459.529
903.406035	537.49
903.4239	606.667
903.441765	640.235
903.45963	670.196
903.477495	690.275
903.495361	685.726
903.513227	661.647
903.531093	616.784
903.548959	563.843
903.566825	522.431
903.584692	510.51
903.602558	514.353
903.620425	501.255
903.638292	471.843
903.656159	414.824
903.674027	356.471
903.691894	314.118
903.709762	293.882
903.72763	279.843
903.745498	278.98
903.763366	261.647
903.781235	255.608
903.799103	255.686
903.816972	256.078
903.834841	229.176
903.85271	213.647
903.87058	199.765
903.888449	203.843
903.906319	197.804
903.924189	194.275
903.942059	180.235
903.959929	168
903.977799	172.627
903.99567	185.961
904.013541	190.51
904.031411	179.451
904.049283	168.235
904.067154	168.941
904.085025	173.647
904.102897	181.725
904.120769	171.294
904.138641	169.333
904.156513	157.333
904.174385	162.118
904.192258	171.686
904.21013	176.235
904.228003	189.647
904.245876	206.902
904.263749	210.196
904.281623	217.333
904.299496	242.51
904.31737	305.02
904.335244	378.824
904.353118	491.608
904.370992	638.667
904.388867	832
904.406741	1049.1
904.424616	1283.84
904.442491	1432
904.460366	1372.94
904.478242	1163.76
904.496117	965.098
904.513993	821.569
904.531869	720.549
904.549745	663.059
904.567621	645.255
904.585497	647.373
904.603374	654.588
904.621251	670.51
904.639128	686.039
904.657005	659.216
904.674882	603.059
904.692759	512.784
904.710637	441.569
904.728515	376.863
904.746393	325.647
904.764271	276.941
904.782149	252.863
904.800028	254.745
904.817906	258.98
904.835785	238.745
904.853664	216.314
904.871544	208.549
904.889423	217.412
904.907303	214.353
904.925182	200.078
904.943062	195.686
904.960942	200.941
904.978823	188.078
904.996703	181.02
905.014584	183.529
905.032464	196
905.050345	187.216
905.068227	181.569
905.086108	178.667
905.103989	185.882
905.121871	189.098
905.139753	201.804
905.157635	198.824
905.175517	195.451
905.1934	185.176
905.211282	201.098
905.229165	220.627
905.247048	229.569
905.264931	234.431
905.282814	256.157
905.300698	299.608
905.318581	347.373
905.336465	391.216
905.354349	441.647
905.372233	512.314
905.390118	634.667
905.408002	818.588
905.425887	1030.82
905.443772	1231.29
905.461657	1379.69
905.479542	1413.26
905.497427	1344.55
905.515313	1202.82
905.533199	1011.06
905.551085	839.843
905.568971	767.137
905.586857	780.235
905.604744	800.314
905.62263	809.804
905.640517	829.412
905.658404	833.961
905.676291	761.961
905.694178	628.157
905.712066	499.451
905.729954	408.706
905.747842	358.431
905.76573	340.784
905.783618	322.275
905.801506	309.804
905.819395	302.824
905.837284	295.529
905.855172	284.784
905.873062	266.902
905.890951	269.647
905.90884	273.176
905.92673	266.118
905.94462	252.784
905.96251	246.353
905.9804	247.137
905.99829	241.882
906.016181	217.647
906.034072	207.765
906.051962	205.49
906.069853	213.804
906.087745	215.529
906.105636	227.922
906.123528	236.627
906.141419	247.137
906.159311	244.314
906.177203	233.255
906.195096	232.784
906.212988	243.608
906.230881	258.118
906.248774	277.647
906.266667	283.294
906.28456	295.373
906.302453	323.765
906.320347	366.196
906.33824	422.196
906.356134	477.961
906.374028	533.177
906.391923	605.49
906.409817	690.431
906.427712	777.882
906.445606	826.196
906.463501	881.804
906.481396	936.628
906.499292	947.608
906.517187	882.196
906.535083	793.726
906.552979	739.843
906.570875	737.49
906.588771	740.314
906.606667	752.471
906.624564	778.039
906.64246	785.412
906.660357	738.431
906.678254	630.745
906.696152	516
906.714049	462.51
906.731947	431.686
906.749844	402.824
906.767742	372.863
906.78564	361.176
906.803539	355.059
906.821437	338.039
906.839336	320.471
906.857235	321.255
906.875134	329.961
906.893033	335.765
906.910932	314.902
906.928832	281.412
906.946731	262.431
906.964631	270.824
906.982531	282.431
907.000432	288.784
907.018332	283.608
907.036233	271.686
907.054133	252.235
907.072034	239.373
907.089935	247.059
907.107837	259.294
907.125738	266.431
907.14364	264.471
907.161542	261.725
907.179444	262.824
907.197346	284.157
907.215248	308.235
907.233151	321.49
907.251053	332.471
907.268956	362.824
907.286859	400
907.304763	425.961
907.322666	426.51
907.34057	415.529
907.358473	440.941
907.376377	477.412
907.394281	535.137
907.412186	598.431
907.43009	678.353
907.447995	758.824
907.4659	857.49
907.483805	961.098
907.50171	1011.84
907.519615	954.431
907.537521	858.98
907.555427	826.431
907.573332	876.235
907.591238	925.098
907.609145	935.608
907.627051	929.569
907.644958	899.529
907.662865	803.843
907.680771	693.961
907.698679	599.608
907.716586	522.667
907.734493	459.765
907.752401	414.824
907.770309	387.294
907.788217	373.569
907.806125	364.549
907.824033	366.275
907.841942	361.176
907.859851	350.196
907.87776	339.686
907.895669	318.118
907.913578	299.922
907.931487	299.843
907.949397	291.922
907.967307	281.882
907.985217	277.49
908.003127	268.549
908.021037	255.216
908.038948	259.765
908.056858	267.137
908.074769	269.725
908.09268	267.843
908.110591	265.804
908.128503	253.725
908.146414	252.235
908.164326	265.255
908.182238	280.314
908.20015	273.255
908.218062	267.843
908.235975	283.922
908.253887	317.725
908.2718	384
908.289713	464.314
908.307626	537.569
908.325539	594.353
908.343453	632.157
908.361366	658.353
908.37928	660.235
908.397194	678.118
908.415109	732
908.433023	830.902
908.450937	951.529
908.468852	1070.51
908.486767	1173.65
908.504682	1212.39
908.522597	1120.16
908.540513	990.431
908.558428	930.745
908.576344	942.902
908.59426	914.667
908.612176	882.039
908.630093	869.882
908.648009	856.235
908.665926	758.667
908.683843	647.216
908.70176	577.569
908.719677	543.137
908.737594	501.333
908.755512	454.98
908.77343	403.765
908.791347	360.863
908.809265	332.392
908.827184	320.235
908.845102	315.922
908.863021	323.765
908.88094	319.686
908.898859	302.745
908.916778	279.843
908.934697	268.235
908.952616	258.118
908.970536	267.686
908.988456	278.039
909.006376	275.922
909.024296	272
909.042217	279.686
909.060137	280
909.078058	272.706
909.095979	262.196
909.1139	264.627
909.131821	275.686
909.149743	298.667
909.167664	312.471
909.185586	312.157
909.203508	306.98
909.22143	338.98
909.239352	394.039
909.257275	508.706
909.275198	715.373
909.29312	988.078
909.311043	1210.27
909.328967	1310.82
909.34689	1297.18
909.364814	1239.69
909.382737	1221.26
909.400661	1272.86
909.418585	1459.53
909.43651	1859.29
909.454434	2341.02
909.472359	2620.86
909.490283	2498.43
909.508208	2091.45
909.526134	1672.86
909.544059	1453.18
909.561984	1381.73
909.57991	1308.24
909.597836	1193.65
909.615762	1084.31
909.633688	996.392
909.651615	921.647
909.669541	817.647
909.687468	725.255
909.705395	658.196
909.723322	599.294
909.741249	542.353
909.759177	511.137
909.777104	485.098
909.795032	463.294
909.81296	433.255
909.830888	398.588
909.848816	365.647
909.866745	345.804
909.884674	324.941
909.902602	314.431
909.920531	320.863
909.938461	319.843
909.95639	319.765
909.97432	314.275
909.992249	295.608
910.010179	295.608
910.028109	320.627
910.04604	331.294
910.06397	315.922
910.081901	309.804
910.099831	312.627
910.117762	310.824
910.135694	307.137
910.153625	307.373
910.171556	305.176
910.189488	330.98
910.20742	357.49
910.225352	374.039
910.243284	403.765
910.261217	485.725
910.279149	584.471
910.297082	689.412
910.315015	787.373
910.332948	866.039
910.350881	912.471
910.368815	960.628
910.386748	1018.67
910.404682	1076.08
910.422616	1139.84
910.44055	1262.43
910.458485	1436.16
910.476419	1568.71
910.494354	1520.47
910.512289	1316.39
910.530224	1127.45
910.548159	1037.02
910.566094	985.177
910.58403	931.843
910.601966	874.824
910.619902	794.196
910.637838	709.647
910.655774	649.177
910.67371	599.373
910.691647	560.314
910.709584	517.02
910.727521	472.863
910.745458	423.843
910.763395	383.216
910.781333	354.039
910.79927	336
910.817208	318.039
910.835146	308.078
910.853085	299.529
910.871023	286.588
910.888962	263.216
910.9069	256.235
910.924839	253.804
910.942778	255.294
910.960718	262.902
910.978657	266.902
910.996597	252.784
911.014536	247.686
911.032476	237.725
911.050417	230.667
911.068357	220.706
911.086297	218.431
911.104238	213.804
911.122179	226.667
911.14012	245.49
911.158061	265.647
911.176003	268.627
911.193944	266.902
911.211886	269.412
911.229828	284.627
911.24777	306.588
911.265712	336
911.283655	379.137
911.301597	436.157
911.31954	475.451
911.337483	510.275
911.355426	553.412
911.37337	590.98
911.391313	600
911.409257	603.843
911.427201	613.02
911.445145	682.667
911.463089	776.235
911.481034	826.118
911.498978	784.235
911.516923	715.294
911.534868	667.059
911.552813	665.726
911.570758	676.549
911.588704	647.294
911.606649	594.353
911.624595	564.392
911.642541	532.627
911.660487	484
911.678434	419.608
911.69638	381.647
911.714327	366.353
911.732274	344.549
911.750221	318.745
911.768168	295.373
911.786115	275.686
911.804063	252.392
911.822011	237.333
911.839959	238.902
911.857907	241.02
911.875855	219.294
911.893804	200
911.911752	194.353
911.929701	195.608
911.94765	206.196
911.965599	201.333
911.983548	184.549
912.001498	163.843
912.019448	166.431
912.037398	173.255
912.055348	176.549
912.073298	178.588
912.091248	173.804
912.109199	168.627
912.12715	167.843
912.145101	174.275
912.163052	184.706
912.181003	193.412
912.198954	195.294
912.216906	195.608
912.234858	204.235
912.25281	217.412
912.270762	247.843
912.288714	301.412
912.306667	362.98
912.32462	409.882
912.342573	460.314
912.360526	512
912.378479	580.706
912.396432	629.726
912.414386	662.824
912.43234	659.765
912.450294	617.255
912.468248	584.863
912.486202	581.647
912.504156	578.039
912.522111	579.843
912.540066	575.216
912.558021	565.333
912.575976	562.275
912.593931	563.686
912.611887	534.98
912.629843	506.118
912.647799	462.902
912.665755	414.98
912.683711	361.176
912.701667	309.961
912.719624	269.804
912.737581	261.02
912.755538	266.118
912.773495	255.373
912.791452	235.294
912.809409	211.843
912.827367	202.275
912.845325	195.922
912.863283	180.078
912.881241	178.118
912.899199	175.137
912.917158	169.882
912.935117	154.039
912.953076	143.294
912.971035	137.804
912.988994	144.392
913.006953	149.804
913.024913	143.765
913.042873	140
913.060833	147.451
913.078793	152.235
913.096753	151.686
913.114714	151.686
913.132674	148.863
913.150635	137.961
913.168596	136.078
913.186557	137.961
913.204519	164.235
913.22248	178.902
913.240442	193.333
913.258404	192
913.276366	201.961
913.294328	224.784
913.31229	257.569
913.330253	309.804
913.348216	368.235
913.366179	401.804
913.384142	413.255
913.402105	428.471
913.420069	460.078
913.438032	464.078
913.455996	444.941
913.47396	454.51
913.491924	492
913.509889	492.392
913.527853	471.451
913.545818	477.725
913.563783	501.098
913.581748	488.235
913.599713	455.608
913.617679	412.784
913.635644	373.569
913.65361	342.51
913.671576	324.157
913.689542	307.843
913.707508	286.275
913.725475	260.627
913.743442	242.353
913.761408	216.314
913.779375	202.118
913.797343	191.294
913.81531	177.882
913.833277	167.843
913.851245	164.627
913.869213	166.431
913.887181	174.51
913.905149	170.588
913.923118	163.765
913.941086	154.431
913.959055	147.765
913.977024	132.863
913.994993	133.804
914.012963	144
914.030932	150.039
914.048902	140.078
914.066872	141.098
914.084842	144.392
914.102812	148.706
914.120782	140.549
914.138753	139.843
914.156723	137.333
914.174694	141.961
914.192665	143.922
914.210637	154.431
914.228608	162.353
914.24658	166.902
914.264552	171.294
914.282523	187.451
914.300496	223.294
914.318468	275.373
914.33644	328.784
914.354413	398.667
914.372386	488.471
914.390359	583.765
914.408332	635.294
914.426306	634.275
914.444279	598.98
914.462253	563.608
914.480227	534.588
914.498201	501.333
914.516175	485.412
914.534149	505.882
914.552124	507.451
914.570099	511.765
914.588074	502.98
914.606049	478.98
914.624024	438.902
914.642	404.863
914.659975	365.647
914.677951	340.392
914.695927	317.804
914.713904	297.725
914.73188	281.882
914.749856	286.51
914.767833	283.608
914.78581	266.51
914.803787	222.039
914.821764	195.451
914.839742	176.627
914.857719	174.196
914.875697	166.745
914.893675	174.51
914.911653	155.686
914.929632	147.137
914.94761	141.804
914.965589	144.549
914.983568	143.922
915.001547	141.725
915.019526	142.275
915.037505	151.608
915.055485	144.235
915.073465	140
915.091445	127.294
915.109425	124.784
915.127405	135.137
915.145385	150.039
915.163366	147.608
915.181347	141.412
915.199328	135.608
915.217309	152.784
915.23529	169.176
915.253272	181.176
915.271253	189.098
915.289235	209.569
915.307217	243.137
915.325199	281.333
915.343182	328.627
915.361164	376.863
915.379147	422.745
915.39713	478.667
915.415113	516.863
915.433096	521.49
915.45108	493.412
915.469063	463.216
915.487047	464.549
915.505031	482.824
915.523015	494.588
915.541	501.804
915.558984	514.431
915.576969	518.039
915.594954	514.196
915.612939	480.784
915.630924	420.235
915.648909	366.824
915.666895	332.627
915.684881	304
915.702867	294.902
915.720853	297.647
915.738839	286.039
915.756825	257.333
915.774812	237.412
915.792799	229.961
915.810786	225.882
915.828773	208.157
915.84676	184.784
915.864748	182.667
915.882735	185.804
915.900723	185.02
915.918711	170.98
915.9367	157.412
915.954688	150.51
915.972676	145.804
915.990665	141.098
916.008654	145.725
916.026643	142.431
916.044633	149.412
916.062622	150.353
916.080612	146.196
916.098601	144.471
916.116591	147.608
916.134582	140
916.152572	136.549
916.170562	139.922
916.188553	141.333
916.206544	151.137
916.224535	163.529
916.242526	174.51
916.260518	184.784
916.278509	201.882
916.296501	230.745
916.314493	253.961
916.332485	287.843
916.350477	346.275
916.36847	416.471
916.386462	449.49
916.404455	465.412
916.422448	477.333
916.440441	492.235
916.458435	491.373
916.476428	486.745
916.494422	478.118
916.512416	487.451
916.53041	483.529
916.548404	486.98
916.566398	507.294
916.584393	532.941
916.602388	520.314
916.620382	484.706
916.638378	440.235
916.656373	409.882
916.674368	365.804
916.692364	318.588
916.71036	279.686
916.728356	270.51
916.746352	270.902
916.764348	257.49
916.782345	249.647
916.800341	242.431
916.818338	216.706
916.836335	198.745
916.854333	190.745
916.87233	196.627
916.890328	182.196
916.908325	167.373
916.926323	153.02
916.944321	150.118
916.96232	144.863
916.980318	150.275
916.998317	148.235
917.016316	149.02
917.034315	140.471
917.052314	140.627
917.070313	136.078
917.088313	128.078
917.106312	127.294
917.124312	134.353
917.142312	138.118
917.160312	155.843
917.178313	161.333
917.196313	165.02
917.214314	166.588
917.232315	181.412
917.250316	181.961
917.268317	178.588
917.286319	201.49
917.304321	236.392
917.322322	262.196
917.340324	286.824
917.358327	327.765
917.376329	372.706
917.394331	396.706
917.412334	420.784
917.430337	439.451
917.44834	461.255
917.466343	483.608
917.484347	488.549
917.50235	476.549
917.520354	476.863
917.538358	491.137
917.556362	504.157
917.574366	501.176
917.592371	456.863
917.610375	429.176
917.62838	441.255
917.646385	444.549
917.66439	409.333
917.682396	369.333
917.700401	317.49
917.718407	275.765
917.736413	252.078
917.754419	241.647
917.772425	228.706
917.790432	217.333
917.808438	213.255
917.826445	216.471
917.844452	216.941
917.862459	203.922
917.880466	190.745
917.898474	175.294
917.916481	168.549
917.934489	160.627
917.952497	162.667
917.970505	160.863
917.988514	154.431
918.006522	144.784
918.024531	148.235
918.04254	153.882
918.060549	151.922
918.078558	136.706
918.096568	139.216
918.114577	140
918.132587	139.529
918.150597	144.471
918.168607	159.294
918.186617	166.431
918.204628	168.549
918.222638	168.549
918.240649	173.725
918.25866	183.529
918.276671	199.059
918.294683	226.902
918.312694	265.725
918.330706	304.784
918.348718	344.941
918.36673	373.098
918.384742	402.98
918.402755	453.02
918.420767	501.647
918.43878	511.922
918.456793	501.412
918.474806	500.627
918.492819	509.569
918.510833	492.627
918.528846	479.608
918.54686	470.51
918.564874	474.039
918.582888	485.569
918.600903	489.725
918.618917	479.686
918.636932	453.333
918.654947	411.765
918.672962	372
918.690977	352.863
918.708993	329.961
918.727008	299.059
918.745024	290.51
918.76304	277.804
918.781056	250.196
918.799072	222.118
918.817089	213.569
918.835105	208.471
918.853122	204.157
918.871139	193.49
918.889156	182.588
918.907174	169.412
918.925191	166.98
918.943209	162.98
918.961227	154.118
918.979245	141.647
918.997263	136.314
919.015282	141.882
919.0333	157.098
919.051319	161.176
919.069338	158.51
919.087357	152
919.105376	141.961
919.123396	138.353
919.141416	141.882
919.159435	148.392
919.177455	160.078
919.195476	159.686
919.213496	156.471
919.231517	164.549
919.249537	187.216
919.267558	203.373
919.285579	226.745
919.3036	257.176
919.321622	291.686
919.339644	308.784
919.357665	328.627
919.375687	361.569
919.393709	396.863
919.411732	431.922
919.429754	462.353
919.447777	483.216
919.4658	494.51
919.483823	502.745
919.501846	495.529
919.519869	495.451
919.537893	500.078
919.555916	499.294
919.57394	492.706
919.591964	485.333
919.609989	489.412
919.628013	496.863
919.646038	478.51
919.664063	441.176
919.682087	405.333
919.700113	357.02
